0	1	0	0
0.0001	0.999996	3.98407e-06	1.59235e-08
0.00055	0.999978	1.96749e-05	2.32483e-06
0.000898451	0.999964	2.75636e-05	8.37326e-06
0.00130492	0.999948	3.25533e-05	1.964e-05
0.00209774	0.999916	3.57684e-05	4.81261e-05
0.00326145	0.99987	3.63022e-05	9.4106e-05
0.00473327	0.999811	3.62962e-05	0.000152909
0.0065954	0.999736	3.53796e-05	0.000228164
0.00726196	0.99971	3.62096e-05	0.000253931
0.00878452	0.999649	3.61191e-05	0.000314747
0.0102965	0.999589	3.59971e-05	0.000375137
0.0117531	0.999531	3.59491e-05	0.000433205
0.0132855	0.99947	3.56008e-05	0.000494562
0.0144697	0.999423	3.61738e-05	0.000541106
0.015896	0.999366	3.62098e-05	0.000597794
0.017688	0.999295	3.55657e-05	0.000669655
0.01856	0.99926	3.62457e-05	0.000703613
0.0201026	0.999199	3.61938e-05	0.000764911
0.0217467	0.999134	3.59783e-05	0.000830358
0.023036	0.999083	3.61834e-05	0.000881278
0.0246965	0.999017	3.59581e-05	0.000947308
0.0259627	0.998967	3.61803e-05	0.000997234
0.0276333	0.9989	3.59708e-05	0.00106357
0.0289069	0.99885	3.61687e-05	0.00111376
0.0306105	0.998783	3.59269e-05	0.00118135
0.0318225	0.998735	3.6174e-05	0.00122899
0.0335249	0.998668	3.59879e-05	0.00129641
0.0347971	0.998617	3.61528e-05	0.00134645
0.0365746	0.998547	3.58614e-05	0.00141685
0.0376739	0.998504	3.61649e-05	0.00145988
0.0393942	0.998436	3.60235e-05	0.0015278
0.0407154	0.998384	3.61226e-05	0.00157972
0.0426026	0.99831	3.56799e-05	0.00165442
0.0435087	0.998274	3.61159e-05	0.00168962
0.0451864	0.998208	3.59992e-05	0.00175568
0.0465933	0.998153	3.60442e-05	0.0018109
0.0484871	0.998079	3.53709e-05	0.00188591
0.049279	0.998048	3.60129e-05	0.00191635
0.0508597	0.997986	3.5921e-05	0.00197843
0.0523777	0.997926	3.58552e-05	0.00203799
0.0539454	0.997865	3.56555e-05	0.00209959
0.0553024	0.997812	3.5816e-05	0.00215255
0.0568581	0.997751	3.56251e-05	0.0022136
0.0582293	0.997697	3.57632e-05	0.00226708
0.0597717	0.997637	3.55728e-05	0.00232754
0.0611485	0.997583	3.57038e-05	0.00238118
0.0626647	0.997524	3.55476e-05	0.00244052
0.0640813	0.997469	3.55862e-05	0.00249574
0.065	0.997433	3.59719e-05	0.00253118
